"日期","渠道","注册数"
"2017-08-16","haijieqian-jq-koudaizhijia","30"
"2017-08-16","haijieqian-jq-laijiezhijia","21"
"2017-08-16","haijieqian-jq-lumiwang","1"
"2017-08-16","haijieqian-jq-qingsongjie","1"
"2017-08-16","haijieqian-jq-quanmindaikuan","3"
"2017-08-16","haijieqian-jq-rongxiang1","54"
"2017-08-16","haijieqian-jq-shunda","125"
"2017-08-16","haijieqian-jq-shundai","31"
"2017-08-16","haijieqian-jq-suibianjie","100"
"2017-08-16","haijieqian-jq-wanka618","1"
"2017-08-16","haijieqian-jq-weishu","3"
"2017-08-16","haijieqian-jq-xianjinwuyou","22"
"2017-08-16","haijieqian-jq-xiaoshu","1"
"2017-08-16","haijieqian-jq-xingpingshe","2"
"2017-08-16","haijieqian-jq-xinyongmao","14"
"2017-08-16","haijieqian-jq-youxuandai","18"
"2017-08-16","haijieqian-jq-yuandaorong","1"
"2017-08-16","haijieqian-jq-zhidejie","48"
"2017-08-16","haijieqian-jq-zhiyue","4"
"2017-08-16","haijieqian-leshi","16"
"2017-08-16","haijieqian-meizu","22"
"2017-08-16","haijieqian-oppo","201"
"2017-08-16","haijieqian-sougou","5"
"2017-08-16","haijieqian-vivo","194"
"2017-08-16","haijieqian-wandoujia","67"
"2017-08-16","haijieqian-xiaomi","56"
"2017-08-16","haijieqian-yyb","355"
"2017-08-16","hjieqian","23"
"2017-08-16","jisuqiandai-leshi","1"
"2017-08-16","jisuqiandai-vivo","4"
"2017-08-16","jq-1024t","51"
"2017-08-16","jq-bangmangjie","1"
"2017-08-16","jq-bangnidai","112"
"2017-08-16","jq-beikeqianbao","262"
"2017-08-16","jq-beikeqianbao1","73"
"2017-08-16","jq-daikuanshequ","8"
"2017-08-16","jq-haohaojie","32"
"2017-08-16","jq-jietianxia","14"
"2017-08-16","jq-jinxiang","5"
"2017-08-16","jq-jiuxiangda","3"
"2017-08-16","jq-juhexinyong1","1"
"2017-08-16","jq-koudaizhijia","99"
"2017-08-16","jq-laijiezhijia","19"
"2017-08-16","jq-lumiwang","2"
"2017-08-16","jq-miaodaoqian","1"
"2017-08-16","jq-qingsongjie","1"
"2017-08-16","jq-quanmindaikuan","22"
"2017-08-16","jq-rongxiang1","144"
"2017-08-16","jq-rongyitui","1"
"2017-08-16","jq-shunda","310"
"2017-08-16","jq-shundai","39"
"2017-08-16","jq-suibianjie","64"
"2017-08-16","jq-weishu","4"
"2017-08-16","jq-xianjinwuyou","62"
"2017-08-16","jq-xiaoshu","1"
"2017-08-16","jq-xinyongmao","22"
"2017-08-16","jq-youxuandai","15"
"2017-08-16","jq-yuandaorong","2"
"2017-08-16","jq-zhidejie","93"
"2017-08-16","jq-zhiyue","22"
"2017-08-16","kuaijiekuan-anzhi","3"
"2017-08-16","kuaijiekuan-baidu","8"
"2017-08-16","kuaijiekuan-huawei","14"
"2017-08-16","kuaijiekuan-sougou","1"
"2017-08-16","kuaijiekuan-vivo","8"
"2017-08-16","kuaijiekuan-yyb","9"
"2017-08-16","kuaikuaijie-vivo","1"
"2017-08-16","niwoqianbao-vivo","3"
"2017-08-16","qianbaochaoren-vivo","1"
"2017-08-16","qianbaochaoren-yyb","4"
"2017-08-16","xinyongmiaojie-vivo","2"
"2017-08-16","yyb","1"
"2017-08-17","","2"
"2017-08-17","AppStore","821"
"2017-08-17","haidaikuan-baidu","6"
"2017-08-17","haidaikuan-sougou","2"
"2017-08-17","haidaikuan-vivo","32"
"2017-08-17","haidaikuan-yyb","363"
"2017-08-17","haijieqian-360","40"
"2017-08-17","haijieqian-anzhi","5"
"2017-08-17","haijieqian-baidu","15"
"2017-08-17","haijieqian-haijieqian-H5","1"
"2017-08-17","haijieqian-hjieqian","119"
"2017-08-17","haijieqian-jq-1024t","69"
"2017-08-17","haijieqian-jq-bangnidai","431"
"2017-08-17","haijieqian-jq-beikeqianbao","878"
"2017-08-17","haijieqian-jq-beikeqianbao1","71"
"2017-08-17","haijieqian-jq-boluodai","257"
"2017-08-17","haijieqian-jq-daikuanshequ","4"
"2017-08-17","haijieqian-jq-haohaojie","75"
"2017-08-17","haijieqian-jq-jietianxia","13"
"2017-08-17","haijieqian-jq-jinxiang","1"
"2017-08-17","haijieqian-jq-jiuxiangda","2"
"2017-08-17","haijieqian-jq-juhexinyong1","1"
"2017-08-17","haijieqian-jq-koudaizhijia","92"
"2017-08-17","haijieqian-jq-laijiezhijia","28"
"2017-08-17","haijieqian-jq-lumiwang","3"
"2017-08-17","haijieqian-jq-qianxin","1"
"2017-08-17","haijieqian-jq-quanmindaikuan","18"
"2017-08-17","haijieqian-jq-quyouqian","24"
"2017-08-17","haijieqian-jq-rongxiang1","177"
"2017-08-17","haijieqian-jq-rongxiang2","31"
"2017-08-17","haijieqian-jq-shunda","313"
"2017-08-17","haijieqian-jq-shundai","152"
"2017-08-17","haijieqian-jq-suibianjie","186"
"2017-08-17","haijieqian-jq-wanka618","4"
"2017-08-17","haijieqian-jq-weishu","12"
"2017-08-17","haijieqian-jq-xianjinwuyou","134"
"2017-08-17","haijieqian-jq-xiaoshu","1"
"2017-08-17","haijieqian-jq-xinyongmao","15"
"2017-08-17","haijieqian-jq-youxuandai","32"
"2017-08-17","haijieqian-jq-yuandaorong","3"
"2017-08-17","haijieqian-jq-zhidejie","98"
"2017-08-17","haijieqian-jq-zhiyue","15"
"2017-08-17","haijieqian-leshi","14"
"2017-08-17","haijieqian-meizu","25"
"2017-08-17","haijieqian-oppo","256"
"2017-08-17","haijieqian-sougou","6"
"2017-08-17","haijieqian-vivo","227"
"2017-08-17","haijieqian-wandoujia","86"
"2017-08-17","haijieqian-xiaomi","49"
"2017-08-17","haijieqian-yyb","411"
"2017-08-17","jisuqiandai-leshi","1"
"2017-08-17","jisuqiandai-vivo","6"
"2017-08-17","kuaijiekuan-anzhi","3"
"2017-08-17","kuaijiekuan-baidu","4"
"2017-08-17","kuaijiekuan-huawei","14"
"2017-08-17","kuaijiekuan-leshi","1"
"2017-08-17","kuaijiekuan-sougou","2"
"2017-08-17","kuaijiekuan-vivo","12"
"2017-08-17","kuaijiekuan-yyb","12"
"2017-08-17","niwoqianbao-vivo","4"
"2017-08-17","qianbaochaoren-leshi","1"
"2017-08-17","qianbaochaoren-vivo","2"
"2017-08-17","qianbaochaoren-yyb","1"
